Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,time_max,time_min,time_mean,time_quant_10,time_quant_50,time_quant_90
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,2470,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,6.988611111111111,5.075,6.192894226103833,5.860055555555555,6.204722222222222,6.571777777777778
29,No,Travel_Rarely,Research & Development,3,4,Other,2471,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,7.159722222222222,5.411666666666667,6.334084406294707,5.954611111111111,6.320277777777778,6.724722222222222
30,No,Travel_Rarely,Research & Development,2,1,Medical,2472,Male,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,7.623333333333333,5.8405555555555555,6.778561946902656,6.358611111111111,6.768611111111111,7.200138888888889
32,No,Non-Travel,Research & Development,10,4,Life Sciences,2473,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,6.601666666666667,5.2875,5.983953544061304,5.622833333333333,5.980277777777777,6.351888888888889
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,2474,Female,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,10.11138888888889,8.103333333333333,9.004004922644164,8.661333333333333,8.98,9.3985
43,Yes,Travel_Frequently,Research & Development,1,4,Other,2475,Male,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,9.056666666666667,7.6066666666666665,8.375763888888889,7.962805555555556,8.411666666666667,8.743166666666667
42,No,Travel_Rarely,Human Resources,1,3,Other,2476,Female,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,7.468333333333334,6.082777777777777,6.706082498807821,6.323666666666666,6.690555555555555,7.106777777777777
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2477,Female,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3.0,2.0,3.0,3,4,8.481666666666667,6.881944444444445,7.595277777777778,7.237222222222222,7.604166666666667,7.946722222222222
33,No,Non-Travel,Research & Development,14,3,Other,2478,Male,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,7.593055555555556,5.905555555555556,6.700411479944675,6.3133333333333335,6.704444444444444,7.108888888888889
41,No,Travel_Rarely,Research & Development,5,3,Medical,2479,Male,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,2.0,3,3,7.095555555555555,5.206666666666667,6.29044806763285,5.920277777777778,6.286527777777778,6.669
34,No,Non-Travel,Research & Development,7,4,Medical,2480,Female,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,9.4825,7.4511111111111115,8.18945486111111,7.834888888888889,8.183611111111112,8.529333333333334
53,No,Non-Travel,Research & Development,10,4,Medical,2481,Male,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,8.895555555555555,7.032222222222222,8.10130935422602,7.701333333333333,8.093055555555555,8.506472222222222
43,No,Travel_Rarely,Sales,16,2,Marketing,2482,Female,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,6.925,5.163888888888889,6.09770474137931,5.715638888888889,6.085694444444444,6.493111111111111
34,No,Travel_Rarely,Sales,10,2,Life Sciences,2483,Female,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,8.589444444444444,6.631944444444445,7.7039595516569195,7.305166666666667,7.720000000000001,8.112444444444444
21,Yes,Travel_Rarely,Sales,1,2,Marketing,2484,Male,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,8.342777777777778,6.658055555555555,7.524425369575585,7.1322222222222225,7.525555555555556,7.947611111111111
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2485,Female,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,7.351388888888889,5.628611111111111,6.388770180436847,5.968777777777778,6.38625,6.742722222222222
22,Yes,Travel_Rarely,Research & Development,1,3,Other,2486,Male,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,9.623055555555556,8.248611111111112,8.890420081967212,8.539250000000001,8.895277777777778,9.249083333333333
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2487,Male,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,8.064444444444444,6.495277777777778,7.280066193853427,6.899,7.273333333333333,7.644555555555556
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2488,Female,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,7.72,5.841111111111111,6.703338102050548,6.293055555555555,6.706666666666667,7.119
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,2489,Male,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,8.839444444444444,6.970277777777778,8.021012583095917,7.63025,8.001944444444444,8.440916666666666
46,No,Travel_Rarely,Sales,3,4,Marketing,2490,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,10.802777777777777,9.011111111111111,9.994054373522458,9.618166666666667,9.99638888888889,10.375222222222222
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,2491,Female,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,10.219444444444445,8.469444444444445,9.504157210401893,9.082722222222221,9.545277777777779,9.861333333333334
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,2492,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,10.144444444444444,8.480277777777777,9.287852011494252,8.914944444444446,9.294583333333332,9.69975
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,2493,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,6.796666666666667,5.235555555555556,6.133804044630404,5.738388888888889,6.14,6.505944444444444
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,2494,Male,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,9.500277777777777,7.679722222222222,8.58257491931766,8.165833333333333,8.598611111111111,8.939444444444444
33,No,Travel_Rarely,Research & Development,8,5,Medical,2495,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,8.871666666666666,7.0938888888888885,7.992180316091955,7.6465,7.988333333333333,8.400222222222222
28,No,Travel_Rarely,Sales,9,3,Medical,2496,Female,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,8.314444444444444,6.459722222222222,7.389827423167848,7.015055555555556,7.408611111111111,7.741444444444444
39,No,Travel_Rarely,Sales,3,4,Marketing,2497,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,7.683055555555556,6.1338888888888885,6.90899380066762,6.473111111111111,6.931388888888889,7.332666666666666
46,No,Non-Travel,Research & Development,9,2,Life Sciences,2498,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,7.773611111111111,5.849444444444444,6.691906090190609,6.294388888888889,6.680833333333333,7.053555555555556
40,No,Travel_Rarely,Research & Development,2,2,Medical,2499,Male,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,7.429444444444444,5.7444444444444445,6.555122819100092,6.133472222222222,6.5408333333333335,6.983
42,No,Travel_Rarely,Research & Development,7,4,Other,2500,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,7.543055555555555,5.621944444444445,6.6004096638655465,6.243388888888889,6.609861111111111,6.979388888888889
35,No,Non-Travel,Sales,10,1,Life Sciences,2501,Female,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,7.626666666666667,5.9094444444444445,6.702782350251486,6.335555555555556,6.705277777777778,7.081444444444445
38,No,Non-Travel,Sales,6,4,Marketing,2502,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,8.540277777777778,7.0119444444444445,7.75789543910723,7.4245,7.739166666666667,8.09211111111111
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,2503,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,8.7275,7.160555555555556,7.888297258297259,7.503333333333333,7.885277777777778,8.340555555555556
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,2504,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,7.040555555555556,5.180555555555555,6.19627662037037,5.830638888888889,6.196527777777778,6.555777777777777
39,No,Travel_Frequently,Research & Development,2,1,Medical,2505,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,7.294444444444444,5.435,6.196037758537758,5.786111111111111,6.190833333333333,6.585277777777778
43,No,Non-Travel,Human Resources,8,5,Medical,2506,Female,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,8.161666666666667,6.549444444444444,7.399991582491582,7.027222222222222,7.393611111111111,7.763333333333334
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2507,Male,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,8.788055555555555,6.943333333333333,7.812406189083821,7.435472222222222,7.812083333333334,8.24388888888889
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,2508,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,11.008055555555556,9.571944444444444,10.281769675925927,9.939444444444444,10.274305555555555,10.666666666666666
30,No,Travel_Rarely,Sales,26,3,Marketing,2509,Female,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,8.355,6.4816666666666665,7.114706790123457,6.759194444444445,7.097361111111111,7.476500000000001
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,2510,Female,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,9.517777777777777,8.005555555555556,8.71812324929972,8.330944444444444,8.686250000000001,9.129472222222223
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,2511,Male,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,8.711388888888889,7.279722222222222,8.025100472813238,7.655111111111111,8.056666666666667,8.3605
40,No,Travel_Rarely,Sales,27,2,Medical,2512,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,7.795277777777778,5.81,6.611040528233152,6.237,6.597777777777777,7.007361111111111
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2513,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,8.223333333333333,6.673055555555556,7.376714120370369,7.000222222222223,7.3725000000000005,7.768638888888889
58,No,Non-Travel,Research & Development,2,4,Medical,2514,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,7.552222222222222,5.841388888888889,6.5988820582877965,6.208555555555555,6.586944444444445,6.986527777777778
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,2515,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,8.189444444444444,6.585,7.4108728498372844,7.013444444444444,7.394444444444445,7.841111111111111
47,No,Travel_Rarely,Research & Development,19,5,Medical,2516,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,11.400833333333333,10.01361111111111,10.678910165484634,10.30711111111111,10.686388888888889,11.037944444444443
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2517,Male,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,7.968055555555556,6.396111111111111,7.227091714559387,6.811916666666667,7.238472222222223,7.621888888888889
54,No,Travel_Rarely,Sales,27,4,Medical,2518,Male,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,7.839722222222222,6.297777777777778,7.074631268436579,6.711805555555555,7.06625,7.482222222222222
31,No,Travel_Frequently,Sales,8,4,Other,2519,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,8.340555555555556,6.683333333333334,7.494165453663269,7.095277777777778,7.5175,7.842611111111111
28,No,Travel_Rarely,Sales,1,2,Life Sciences,2520,Male,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,8.430833333333334,6.803333333333334,7.611939871970735,7.249666666666666,7.581388888888889,7.998166666666666
38,No,Travel_Rarely,Research & Development,19,3,Medical,2521,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,10.311111111111112,8.651388888888889,9.500636716963879,9.106055555555557,9.510555555555555,9.873888888888889
26,No,Travel_Rarely,Sales,8,3,Marketing,2522,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,6.951388888888889,5.283333333333333,6.115757149554619,5.673611111111111,6.125555555555556,6.502777777777778
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,2523,Female,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,10.442777777777778,8.827777777777778,9.615240362811791,9.227666666666666,9.636388888888888,9.98
18,No,Non-Travel,Research & Development,2,3,Life Sciences,2524,Male,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,8.532777777777778,6.798333333333333,7.631033478893742,7.248055555555555,7.620555555555556,8.009166666666665
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2525,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,6.999444444444444,4.873888888888889,6.141918767507002,5.783777777777778,6.154583333333333,6.540277777777778
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,2526,Male,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,9.361666666666666,7.885833333333333,8.672918925022584,8.32888888888889,8.665555555555557,9.030972222222221
45,No,Non-Travel,Sales,1,4,Technical Degree,2527,Male,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,7.979166666666667,6.479444444444445,7.199625122910521,6.814305555555555,7.204583333333334,7.594861111111111
36,No,Travel_Rarely,Sales,2,3,Technical Degree,2528,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,11.409166666666666,9.757777777777777,10.682005532503458,10.289166666666667,10.703055555555556,11.048333333333334
43,No,Travel_Frequently,Sales,8,3,Medical,2529,Male,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,7.752222222222223,6.2219444444444445,7.031896433470507,6.6448888888888895,7.033055555555555,7.438888888888889
27,No,Travel_Frequently,Sales,8,4,Life Sciences,2530,Male,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,11.118611111111111,9.412222222222223,10.221362811791384,9.849499999999999,10.216388888888888,10.609777777777778
29,No,Travel_Frequently,Research & Development,6,2,Medical,2531,Male,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,8.493333333333334,6.814444444444445,7.692630315500686,7.307833333333334,7.680555555555555,8.1215
32,No,Travel_Frequently,Sales,9,4,Life Sciences,2532,Male,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,8.478333333333333,6.814166666666667,7.596130519165453,7.2764444444444445,7.591388888888889,7.9465
42,No,Non-Travel,Research & Development,11,3,Medical,2533,Male,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,7.361666666666666,5.642777777777778,6.496671315667132,6.071666666666666,6.483055555555556,6.9015
47,No,Travel_Rarely,Sales,2,2,Life Sciences,2534,Female,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,6.865555555555556,5.387777777777778,6.1155828584995255,5.758944444444444,6.108055555555556,6.51575
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,2535,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,8.190555555555555,6.412222222222222,7.192263244256916,6.780944444444445,7.178333333333334,7.637666666666667
28,No,Non-Travel,Research & Development,7,3,Life Sciences,2536,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,8.445,6.9286111111111115,7.7167070275403615,7.334611111111111,7.73,8.085222222222223
29,No,Travel_Rarely,Research & Development,16,3,Medical,2537,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,8.972222222222221,7.193611111111111,8.041272583559168,7.669861111111111,8.032083333333333,8.423333333333332
42,No,Travel_Rarely,Sales,2,4,Medical,2538,Female,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,7.333888888888889,5.841944444444445,6.596468764902242,6.235555555555556,6.586111111111111,6.974444444444444
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,2539,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,11.375277777777777,9.555833333333334,10.426699954086319,10.00825,10.41888888888889,10.83613888888889
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2540,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,8.775555555555556,6.895555555555555,7.880292397660818,7.51925,7.86875,8.306222222222223
27,No,Travel_Rarely,Sales,2,3,Life Sciences,2541,Female,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,7.851388888888889,6.296666666666667,7.124595624385447,6.750277777777778,7.142222222222222,7.514583333333333
29,No,Travel_Rarely,Research & Development,1,2,Medical,2542,Male,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,8.835555555555555,7.24,7.963377871542429,7.604722222222222,7.951944444444444,8.36138888888889
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2543,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,7.0008333333333335,4.9475,6.286693587860988,5.8853333333333335,6.289722222222222,6.681333333333334
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2544,Female,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,6.768055555555556,5.1033333333333335,6.085625909752547,5.696888888888889,6.085,6.464777777777778
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,2545,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,9.393333333333333,7.518055555555556,8.599234594856865,8.2225,8.634166666666667,8.963444444444445
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,2546,Female,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,8.648333333333333,7.12,7.8881041666666665,7.479055555555556,7.879583333333333,8.278888888888888
27,No,Travel_Frequently,Research & Development,16,4,Medical,2547,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,8.512777777777778,6.941388888888889,7.678046139359698,7.315972222222221,7.676388888888889,8.054722222222221
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,2548,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,7.496388888888889,5.531666666666666,6.535387205387205,6.113611111111111,6.522222222222222,6.938055555555556
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2549,Female,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,6.995,5.438055555555556,6.190505162241887,5.794305555555556,6.185694444444445,6.603888888888889
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,2550,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,7.933333333333334,6.111944444444444,6.993290686952513,6.582777777777777,7.003333333333333,7.326666666666667
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,2551,Female,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,8.548055555555555,6.843333333333334,7.683623685413809,7.3133888888888885,7.7,8.056666666666667
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,2552,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,11.470277777777778,9.686666666666667,10.50865587695133,10.151083333333334,10.495555555555555,10.895222222222223
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,2553,Male,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,10.278888888888888,8.518333333333333,9.496987922705312,9.089083333333335,9.478472222222223,9.881749999999998
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2554,Female,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,8.359444444444444,6.780555555555556,7.516973022405122,7.1946666666666665,7.510555555555555,7.853055555555556
34,No,Travel_Rarely,Sales,14,2,Technical Degree,2555,Female,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,8.940277777777778,7.259444444444444,8.095313852813852,7.71,8.080833333333333,8.511666666666667
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,2556,Female,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,8.109166666666667,6.249722222222222,7.075585399449036,6.638944444444445,7.067638888888888,7.478027777777778
37,No,Travel_Rarely,Research & Development,7,2,Medical,2557,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,9.404166666666667,7.641111111111111,8.703231884057972,8.346444444444444,8.688611111111111,9.081777777777777
35,No,Travel_Rarely,Sales,2,1,Technical Degree,2558,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,11.473611111111111,9.7725,10.515715105601467,10.138472222222223,10.509722222222223,10.852861111111112
45,No,Travel_Rarely,Research & Development,3,3,Medical,2559,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,8.178611111111111,5.98,7.114031279178338,6.749916666666667,7.116527777777778,7.484361111111111
36,No,Travel_Frequently,Research & Development,5,3,Medical,2560,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,7.51,5.823888888888889,6.537147667147667,6.098333333333334,6.5375,6.957222222222223
40,No,Travel_Rarely,Research & Development,3,3,Other,2561,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,7.679444444444444,5.775277777777778,6.808731725146199,6.391444444444445,6.815416666666667,7.206166666666666
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,10.169444444444444,8.547222222222222,9.306218303365606,8.886944444444444,9.300833333333333,9.736666666666666
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,8.45,6.865,7.593683261183261,7.216111111111111,7.571666666666666,7.987222222222222
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,7.929722222222222,6.325833333333334,7.185576131687243,6.783333333333334,7.186111111111111,7.606833333333333
44,No,Travel_Rarely,Sales,1,2,Medical,2565,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,7.825,6.110555555555556,7.078182471264368,6.706638888888889,7.077361111111111,7.434055555555556
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,2566,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,11.020277777777778,9.34,10.21411495911496,9.825,10.216111111111111,10.600833333333334
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,2567,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,7.749444444444444,5.943333333333333,6.8956180555555555,6.479666666666667,6.916527777777778,7.286305555555556
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,8.333333333333334,6.557222222222222,7.319204331450094,6.984444444444444,7.323055555555555,7.642361111111111
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,2.0,2.0,3.0,3,3,7.193888888888889,5.6402777777777775,6.396317358130664,6.015944444444445,6.378611111111111,6.771388888888889
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,8.209444444444445,6.584722222222222,7.415789855072464,7.0456111111111115,7.401388888888889,7.871916666666667
31,No,Travel_Rarely,Sales,9,4,Life Sciences,2571,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,9.017777777777777,7.4675,8.317417480241748,7.9405,8.306944444444444,8.679722222222223
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,10.06861111111111,8.457222222222223,9.213606557377048,8.904,9.214305555555555,9.583222222222222
